id	year	Unemployment(%)	Unemployment(%)_tip	Population(/1000)	Population(/1000)_tip	Temperature Change (Degree Change)	Temperature Change (Degree Change)_tip
17203	2009	0.12		116.00		11.60	
18001	2009	0.13		134.00		13.40	
18003	2009	0.09		93.00		9.30	
18005	2009	0.12		118.00		11.80	
18007	2009	0.09		90.00		9.00	
18009	2009	0.13		133.00		13.30	
18011	2009	0.07		68.00		6.80	
18013	2009	0.08		78.00		7.80	
18015	2009	0.10		99.00		9.90	
18017	2009	0.10		95.00		9.50	
18019	2009	0.11		112.00		11.20	
18021	2009	0.10		96.00		9.60	
18023	2009	0.09		92.00		9.20	
18025	2009	0.10		95.00		9.50	
18027	2009	0.05		49.00		4.90	
18029	2009	0.12		119.00		11.90	
18031	2009	0.11		110.00		11.00	
18033	2009	0.14		144.00		14.40	
18035	2009	0.10		95.00		9.50	
18037	2009	0.11		110.00		11.00	
18039	2009	0.15		150.00		15.00	
18041	2009	0.13		134.00		13.40	
18043	2009	0.07		74.00		7.40	
18045	2009	0.12		116.00		11.60	
18047	2009	0.12		119.00		11.90	
18049	2009	0.11		112.00		11.20	
18051	2009	0.07		67.00		6.70	
18053	2009	0.11		111.00		11.10	
18055	2009	0.07		71.00		7.10	
18057	2009	0.06		61.00		6.10	
18059	2009	0.08		78.00		7.80	
18061	2009	0.08		78.00		7.80	
18063	2009	0.07		68.00		6.80	
18065	2009	0.14		140.00		14.00	
18067	2009	0.12		119.00		11.90	
18069	2009	0.11		111.00		11.10	
18071	2009	0.09		91.00		9.10	
18073	2009	0.12		117.00		11.70	
18075	2009	0.09		94.00		9.40	
18077	2009	0.10		95.00		9.50	
18079	2009	0.14		142.00		14.20	
18081	2009	0.07		74.00		7.40	
18083	2009	0.07		66.00		6.60	
18085	2009	0.11		110.00		11.00	
18087	2009	0.14		140.00		14.00	
18089	2009	0.09		94.00		9.40	
18091	2009	0.10		97.00		9.70	
18093	2009	0.11		111.00		11.10	
18095	2009	0.10		97.00		9.70	
18097	2009	0.11		114.00		11.40	
18099	2009	0.11		114.00		11.40	
18101	2009	0.06		63.00		6.30	
18103	2009	0.14		143.00		14.30	
18105	2009	0.15		146.00		14.60	
18107	2009	0.10		97.00		9.70	
18109	2009	0.08		75.00		7.50	
18111	2009	0.12		119.00		11.90	
18113	2009	0.15		145.00		14.50	
18115	2009	0.10		95.00		9.50	
18117	2009	0.09		92.00		9.20	
18119	2009	0.11		111.00		11.10	
18121	2009	0.11		113.00		11.30	
18123	2009	0.12		118.00		11.80	
18125	2009	0.12		117.00		11.70	
18127	2009	0.11		112.00		11.20	
18129	2009	0.07		70.00		7.00	
18131	2009	0.10		95.00		9.50	
18133	2009	0.11		112.00		11.20	
18135	2009	0.09		92.00		9.20	
18137	2009	0.09		91.00		9.10	
18139	2009	0.10		95.00		9.50	
18141	2009	0.09		94.00		9.40	
18143	2009	0.14		141.00		14.10	
18145	2009	0.12		118.00		11.80	
18147	2009	0.11		111.00		11.10	
18149	2009	0.15		146.00		14.60	
18151	2009	0.15		149.00		14.90	
18153	2009	0.09		93.00		9.30	
18155	2009	0.07		70.00		7.00	
18157	2009	0.12		115.00		11.50	
18159	2009	0.09		93.00		9.30	
18161	2009	0.12		116.00		11.60	
18163	2009	0.07		74.00		7.40	
18165	2009	0.10		98.00		9.80	
18167	2009	0.09		92.00		9.20	
18169	2009	0.14		140.00		14.00	
18171	2009	0.09		91.00		9.10	
18173	2009	0.07		69.00		6.90	
18175	2009	0.11		112.00		11.20	
18177	2009	0.10		99.00		9.90	
18179	2009	0.09		91.00		9.10	
18181	2009	0.09		94.00		9.40	
18183	2009	0.12		116.00		11.60	
19001	2009	0.14		141.00		14.10	
19003	2009	0.06		60.00		6.00	
19005	2009	0.09		93.00		9.30	
19007	2009	0.09		94.00		9.40	
19009	2009	0.14		141.00		14.10	
19011	2009	0.15		148.00		14.80	
19013	2009	0.15		148.00		14.80	
19015	2009	0.15		149.00		14.90	
19017	2009	0.14		140.00		14.00	
19019	2009	0.15		149.00		14.90	
19021	2009	0.15		145.00		14.50	
19023	2009	0.06		60.00		6.00	
19025	2009	0.14		144.00		14.40	
19027	2009	0.04		42.00		4.20	
19029	2009	0.15		148.00		14.80	
19031	2009	0.15		147.00		14.70	
19033	2009	0.07		67.00		6.70	
19035	2009	0.04		44.00		4.40	
19037	2009	0.11		114.00		11.40	
19039	2009	0.07		74.00		7.40	
19041	2009	0.06		62.00		6.20	
19043	2009	0.08		79.00		7.90	
19045	2009	0.08		77.00		7.70	
19047	2009	0.05		47.00		4.70	
19049	2009	0.14		141.00		14.10	
19051	2009	0.09		91.00		9.10	
19053	2009	0.07		66.00		6.60	
19055	2009	0.07		68.00		6.80	
19057	2009	0.11		112.00		11.20	
19059	2009	0.15		148.00		14.80	
19061	2009	0.06		60.00		6.00	
19063	2009	0.12		116.00		11.60	
19065	2009	0.12		115.00		11.50	
19067	2009	0.12		117.00		11.70	
19069	2009	0.07		70.00		7.00	
19071	2009	0.07		70.00		7.00	
19073	2009	0.06		63.00		6.30	
19075	2009	0.05		49.00		4.90	
19077	2009	0.15		146.00		14.60	
19079	2009	0.11		111.00		11.10	
19081	2009	0.09		90.00		9.00	
19083	2009	0.06		60.00		6.00	
19085	2009	0.04		44.00		4.40	
19087	2009	0.12		118.00		11.80	
19089	2009	0.12		116.00		11.60	
19091	2009	0.06		62.00		6.20	
19093	2009	0.15		148.00		14.80	
19095	2009	0.15		148.00		14.80	
19097	2009	0.08		77.00		7.70	
19099	2009	0.11		111.00		11.10	
19101	2009	0.12		117.00		11.70	
19103	2009	0.04		44.00		4.40	
19105	2009	0.06		63.00		6.30	
19107	2009	0.07		71.00		7.10	
19109	2009	0.15		146.00		14.60	
19111	2009	0.11		114.00		11.40	
19113	2009	0.07		65.00		6.50	
19115	2009	0.11		110.00		11.00	
19117	2009	0.06		60.00		6.00	
19119	2009	0.04		43.00		4.30	
19121	2009	0.15		148.00		14.80	
19123	2009	0.08		77.00		7.70	
19125	2009	0.15		147.00		14.70	
19127	2009	0.07		70.00		7.00	
19129	2009	0.04		43.00		4.30	
19131	2009	0.14		144.00		14.40	
19133	2009	0.07		71.00		7.10	
19135	2009	0.08		75.00		7.50	
19137	2009	0.12		117.00		11.70	
19139	2009	0.12		119.00		11.90	
19141	2009	0.14		143.00		14.30	
19143	2009	0.14		144.00		14.40	
19145	2009	0.12		117.00		11.70	
19147	2009	0.07		70.00		7.00	
19149	2009	0.05		47.00		4.70	
19151	2009	0.14		142.00		14.20	
19153	2009	0.06		62.00		6.20	
19155	2009	0.05		48.00		4.80	
19157	2009	0.07		66.00		6.60	
19159	2009	0.14		143.00		14.30	
19161	2009	0.05		47.00		4.70	
19163	2009	0.07		73.00		7.30	
19165	2009	0.10		99.00		9.90	
19167	2009	0.04		41.00		4.10	
19169	2009	0.05		45.00		4.50	
19171	2009	0.07		66.00		6.60	
19173	2009	0.07		67.00		6.70	
19175	2009	0.06		60.00		6.00	
19177	2009	0.11		110.00		11.00	
19179	2009	0.09		94.00		9.40	
19181	2009	0.15		148.00		14.80	
19183	2009	0.05		49.00		4.90	
19185	2009	0.06		64.00		6.40	
19187	2009	0.11		113.00		11.30	
19189	2009	0.09		91.00		9.10	
19191	2009	0.15		148.00		14.80	
19193	2009	0.15		147.00		14.70	
19195	2009	0.06		63.00		6.30	
19197	2009	0.11		114.00		11.40	
20001	2009	0.08		78.00		7.80	
20003	2009	0.08		79.00		7.90	
20005	2009	0.11		111.00		11.10	
20007	2009	0.14		141.00		14.10	
20009	2009	0.06		61.00		6.10	
20011	2009	0.07		65.00		6.50	
20013	2009	0.15		146.00		14.60	
20015	2009	0.07		72.00		7.20	
20017	2009	0.14		144.00		14.40	
20019	2009	0.11		114.00		11.40	
20021	2009	0.12		115.00		11.50	
20023	2009	0.10		97.00		9.70	
20025	2009	0.10		97.00		9.70	
20027	2009	0.04		42.00		4.20	
20029	2009	0.05		45.00		4.50	
20031	2009	0.15		147.00		14.70	
20033	2009	0.10		98.00		9.80	
20035	2009	0.08		76.00		7.60	
20037	2009	0.11		111.00		11.10	
20039	2009	0.09		93.00		9.30	
20041	2009	0.14		141.00		14.10	
20043	2009	0.12		118.00		11.80	
20045	2009	0.14		144.00		14.40	
20047	2009	0.04		44.00		4.40	
20049	2009	0.11		110.00		11.00	
20051	2009	0.10		96.00		9.60	
20053	2009	0.04		41.00		4.10	
20055	2009	0.04		43.00		4.30	
20057	2009	0.10		98.00		9.80	
20059	2009	0.07		71.00		7.10	
20061	2009	0.07		69.00		6.90	
20063	2009	0.10		95.00		9.50	
20065	2009	0.04		43.00		4.30	
20067	2009	0.04		42.00		4.20	
20069	2009	0.09		94.00		9.40	
20071	2009	0.05		45.00		4.50	
20073	2009	0.07		72.00		7.20	
20075	2009	0.04		42.00		4.20	
20077	2009	0.15		146.00		14.60	
20079	2009	0.07		74.00		7.40	
20081	2009	0.10		97.00		9.70	
20083	2009	0.04		42.00		4.20	
20085	2009	0.06		60.00		6.00	
20087	2009	0.07		67.00		6.70	
20089	2009	0.05		49.00		4.90	
20091	2009	0.07		68.00		6.80	
20093	2009	0.05		45.00		4.50	
20095	2009	0.06		63.00		6.30	
20097	2009	0.05		49.00		4.90	
20099	2009	0.08		78.00		7.80	
20091	2009	0.09		94.00		9.40	
20093	2009	0.07		73.00		7.30	
20095	2009	0.06		63.00		6.30	
20097	2009	0.11		114.00		11.40	
20099	2009	0.04		40.00		4.00	
20091	2009	0.15		147.00		14.70	
20093	2009	0.14		141.00		14.10	
20095	2009	0.06		63.00		6.30	
20097	2009	0.05		49.00		4.90	
20099	2009	0.04		42.00		4.20	
20121	2009	0.07		68.00		6.80	
20123	2009	0.15		148.00		14.80	
20125	2009	0.09		94.00		9.40	
20127	2009	0.07		68.00		6.80	
20129	2009	0.05		47.00		4.70	
20131	2009	0.04		43.00		4.30	
20133	2009	0.07		70.00		7.00	
20135	2009	0.04		40.00		4.00	
20137	2009	0.05		47.00		4.70	
20139	2009	0.07		70.00		7.00	
20141	2009	0.04		44.00		4.40	
20143	2009	0.07		65.00		6.50	
20145	2009	0.10		97.00		9.70	
20147	2009	0.06		60.00		6.00	
20149	2009	0.04		41.00		4.10	
20151	2009	0.14		143.00		14.30	
20153	2009	0.10		95.00		9.50	
20155	2009	0.06		63.00		6.30	
20157	2009	0.04		41.00		4.10	
20159	2009	0.14		141.00		14.10	
20161	2009	0.09		92.00		9.20	
20163	2009	0.07		73.00		7.30	
20165	2009	0.15		149.00		14.90	
20167	2009	0.05		46.00		4.60	
20169	2009	0.15		147.00		14.70	
20171	2009	0.09		92.00		9.20	
20173	2009	0.12		118.00		11.80	
20175	2009	0.14		141.00		14.10	
20177	2009	0.06		64.00		6.40	
20179	2009	0.09		92.00		9.20	
20181	2009	0.10		99.00		9.90	
20183	2009	0.04		43.00		4.30	
20185	2009	0.06		61.00		6.10	
20187	2009	0.09		94.00		9.40	
20189	2009	0.14		143.00		14.30	
20191	2009	0.09		90.00		9.00	
20193	2009	0.10		96.00		9.60	
20195	2009	0.10		96.00		9.60	
20197	2009	0.07		66.00		6.60	
20199	2009	0.15		149.00		14.90	
20201	2009	0.05		45.00		4.50	
20203	2009	0.10		95.00		9.50	
20205	2009	0.09		92.00		9.20	
20207	2009	0.12		119.00		11.90	
20209	2009	0.09		94.00		9.40	
21001	2009	0.09		91.00		9.10	
21003	2009	0.14		143.00		14.30	
21005	2009	0.10		99.00		9.90	
21007	2009	0.09		92.00		9.20	
21009	2009	0.12		116.00		11.60	
21011	2009	0.13		133.00		13.30	
21013	2009	0.15		145.00		14.50	
21015	2009	0.09		92.00		9.20	
21017	2009	0.09		91.00		9.10	
21019	2009	0.11		113.00		11.30	
21021	2009	0.11		110.00		11.00	
21023	2009	0.09		92.00		9.20	
21025	2009	0.10		100.00		10.00	
21027	2009	0.14		141.00		14.10	
21029	2009	0.10		98.00		9.80	
21031	2009	0.14		137.00		13.70	
21033	2009	0.10		99.00		9.90	
21035	2009	0.11		110.00		11.00	
21037	2009	0.10		97.00		9.70	
21039	2009	0.09		91.00		9.10	
21041	2009	0.14		144.00		14.40	
21043	2009	0.14		135.00		13.50	
21045	2009	0.09		92.00		9.20	
21047	2009	0.15		149.00		14.90	
21049	2009	0.11		114.00		11.40	
21051	2009	0.14		135.00		13.50	
21053	2009	0.09		90.00		9.00	
21055	2009	0.10		98.00		9.80	
21057	2009	0.13		130.00		13.00	
21059	2009	0.09		91.00		9.10	
21061	2009	0.15		148.00		14.80	
21063	2009	0.15		146.00		14.60	
21065	2009	0.15		149.00		14.90	
21067	2009	0.08		77.00		7.70	
21069	2009	0.14		142.00		14.20	
21071	2009	0.14		144.00		14.40	
21073	2009	0.09		91.00		9.10	
21075	2009	0.14		144.00		14.40	
21077	2009	0.11		111.00		11.10	
21079	2009	0.12		119.00		11.90	
21081	2009	0.09		91.00		9.10	
21083	2009	0.09		93.00		9.30	
21085	2009	0.16		164.00		16.40	
21087	2009	0.14		144.00		14.40	
21089	2009	0.10		98.00		9.80	
21091	2009	0.14		136.00		13.60	
21093	2009	0.10		100.00		10.00	
21095	2009	0.15		145.00		14.50	
21097	2009	0.11		111.00		11.10	
21099	2009	0.10		96.00		9.60	
21101	2009	0.10		98.00		9.80	
21103	2009	0.10		97.00		9.70	
21105	2009	0.09		92.00		9.20	
21107	2009	0.09		91.00		9.10	
21109	2009	0.18		175.00		17.50	
21111	2009	0.10		95.00		9.50	
21113	2009	0.12		118.00		11.80	
21115	2009	0.11		111.00		11.10	
21117	2009	0.10		100.00		10.00	
21119	2009	0.14		140.00		14.00	
21121	2009	0.12		115.00		11.50	
21123	2009	0.10		97.00		9.70	
21125	2009	0.09		91.00		9.10	
21127	2009	0.13		131.00		13.10	
21129	2009	0.14		143.00		14.30	
21131	2009	0.14		137.00		13.70	
21133	2009	0.14		140.00		14.00	
21135	2009	0.15		151.00		15.10	
21137	2009	0.14		141.00		14.10	
21139	2009	0.10		98.00		9.80	
21141	2009	0.09		94.00		9.40	
21143	2009	0.14		142.00		14.20	
21145	2009	0.09		91.00		9.10	
21147	2009	0.13		133.00		13.30	
21149	2009	0.10		96.00		9.60	
21151	2009	0.12		117.00		11.70	
21153	2009	0.21		214.00		21.40	
21155	2009	0.15		149.00		14.90	
21157	2009	0.10		97.00		9.70	
21159	2009	0.14		144.00		14.40	
21161	2009	0.11		111.00		11.10	
21163	2009	0.14		144.00		14.40	
21165	2009	0.15		147.00		14.70	
21167	2009	0.10		98.00		9.80	
21169	2009	0.16		158.00		15.80	
21171	2009	0.14		140.00		14.00	
21173	2009	0.15		146.00		14.60	
21175	2009	0.15		145.00		14.50	
21177	2009	0.10		97.00		9.70	
21179	2009	0.12		115.00		11.50	
21181	2009	0.15		145.00		14.50	
21183	2009	0.09		94.00		9.40	
21185	2009	0.12		116.00		11.60	
21187	2009	0.09		91.00		9.10	
21189	2009	0.11		112.00		11.20	
21191	2009	0.12		117.00		11.70	
21193	2009	0.15		145.00		14.50	
21195	2009	0.10		97.00		9.70	
21197	2009	0.17		167.00		16.70	
21199	2009	0.10		100.00		10.00	
21201	2009	0.10		96.00		9.60	
21203	2009	0.15		148.00		14.80	
21205	2009	0.12		116.00		11.60	
21207	2009	0.10		98.00		9.80	
21209	2009	0.09		91.00		9.10	
21211	2009	0.10		96.00		9.60	
21213	2009	0.12		118.00		11.80	
21215	2009	0.09		92.00		9.20	
21217	2009	0.09		92.00		9.20	
21219	2009	0.15		146.00		14.60	
21221	2009	0.16		160.00		16.00	
21223	2009	0.10		97.00		9.70	
21225	2009	0.10		98.00		9.80	
21227	2009	0.09		92.00		9.20	
21229	2009	0.15		147.00		14.70	
21231	2009	0.14		136.00		13.60	
21233	2009	0.12		118.00		11.80	
21235	2009	0.11		114.00		11.40	
21237	2009	0.14		139.00		13.90	
21239	2009	0.11		113.00		11.30	
22001	2009	0.07		71.00		7.10	
22003	2009	0.09		91.00		9.10	
22005	2009	0.07		67.00		6.70	
22007	2009	0.12		118.00		11.80	
22009	2009	0.11		111.00		11.10	
22009	2009	0.11		110.00		11.00	
22013	2009	0.10		95.00		9.50	
22015	2009	0.06		64.00		6.40	
22017	2009	0.08		79.00		7.90	
22019	2009	0.07		72.00		7.20	
22021	2009	0.10		97.00		9.70	
22023	2009	0.15		146.00		14.60	
22025	2009	0.09		93.00		9.30	
22027	2009	0.09		93.00		9.30	
22029	2009	0.11		113.00		11.30	
22031	2009	0.09		90.00		9.00	
22033	2009	0.07		68.00		6.80	
22035	2009	0.14		142.00		14.20	
22037	2009	0.11		110.00		11.00	
22039	2009	0.12		116.00		11.60	
22041	2009	0.11		113.00		11.30	
22043	2009	0.11		112.00		11.20	
22045	2009	0.08		76.00		7.60	
22047	2009	0.09		94.00		9.40	
22049	2009	0.08		78.00		7.80	
22051	2009	0.07		65.00		6.50	
22053	2009	0.06		64.00		6.40	
22055	2009	0.15		149.00		14.90	
22057	2009	0.05		49.00		4.90	
22059	2009	0.07		73.00		7.30	
22061	2009	0.08		78.00		7.80	
22063	2009	0.07		70.00		7.00	
22065	2009	0.09		93.00		9.30	
22067	2009	0.15		151.00		15.10	
22069	2009	0.11		114.00		11.40	
22071	2009	0.10		97.00		9.70	
22073	2009	0.08		76.00		7.60	
22075	2009	0.06		62.00		6.20	
22077	2009	0.08		79.00		7.90	
22079	2009	0.07		69.00		6.90	
22081	2009	0.10		96.00		9.60	
22083	2009	0.10		97.00		9.70	
22085	2009	0.11		111.00		11.10	
22087	2009	0.10		95.00		9.50	
22089	2009	0.07		65.00		6.50	
22091	2009	0.12		118.00		11.80	
22093	2009	0.10		100.00		10.00	
22095	2009	0.11		114.00		11.40	
22097	2009	0.11		113.00		11.30	
22099	2009	0.08		75.00		7.50	
22101	2009	0.12		116.00		11.60	
22103	2009	0.14		142.00		14.20	
22105	2009	0.11		111.00		11.10	
22107	2009	0.14		135.00		13.50	
22109	2009	0.14		142.00		14.20	
22111	2009	0.14		142.00		14.20	
22113	2009	0.07		72.00		7.20	
22115	2009	0.07		67.00		6.70	
22117	2009	0.10		96.00		9.60	
22119	2009	0.09		91.00		9.10	
22121	2009	0.07		74.00		7.40	
22123	2009	0.17		170.00		17.00	
22125	2009	0.11		112.00		11.20	
22127	2009	0.09		91.00		9.10	
23001	2009	0.11		114.00		11.40	
23003	2009	0.09		93.00		9.30	
23005	2009	0.07		65.00		6.50	
23007	2009	0.11		112.00		11.20	
23009	2009	0.07		68.00		6.80	
23011	2009	0.07		73.00		7.30	
23013	2009	0.07		70.00		7.00	
23015	2009	0.06		63.00		6.30	
23017	2009	0.10		99.00		9.90	
23019	2009	0.11		110.00		11.00	
23021	2009	0.12		116.00		11.60	
23023	2009	0.07		67.00		6.70	
23025	2009	0.10		97.00		9.70	
23027	2009	0.08		78.00		7.80	
23029	2009	0.09		94.00		9.40	
23031	2009	0.07		74.00		7.40	
24001	2009	0.08		75.00		7.50	
24003	2009	0.07		65.00		6.50	
24005	2009	0.08		77.00		7.70	
24009	2009	0.15		149.00		14.90	
24011	2009	0.12		118.00		11.80	
24013	2009	0.06		60.00		6.00	
24015	2009	0.12		116.00		11.60	
24017	2009	0.15		149.00		14.90	
24019	2009	0.10		99.00		9.90	
24021	2009	0.15		149.00		14.90	
24023	2009	0.07		69.00		6.90	
24025	2009	0.07		71.00		7.10	
24027	2009	0.14		144.00		14.40	
24029	2009	0.07		71.00		7.10	
24031	2009	0.14		143.00		14.30	
24033	2009	0.07		73.00		7.30	
24035	2009	0.07		66.00		6.60	
24037	2009	0.15		146.00		14.60	
24039	2009	0.10		95.00		9.50	
24041	2009	0.07		68.00		6.80	
24043	2009	0.09		94.00		9.40	
24045	2009	0.08		77.00		7.70	
24047	2009	0.08		75.00		7.50	
24510	2009	0.10		96.00		9.60	
25001	2009	0.11		110.00		11.00	
25003	2009	0.11		114.00		11.40	
25005	2009	0.12		118.00		11.80	
25007	2009	0.14		140.00		14.00	
25009	2009	0.09		91.00		9.10	
25011	2009	0.12		117.00		11.70	
25013	2009	0.10		95.00		9.50	
25015	2009	0.07		73.00		7.30	
25017	2009	0.11		111.00		11.10	
25019	2009	0.14		140.00		14.00	
25021	2009	0.12		115.00		11.50	
25023	2009	0.10		97.00		9.70	
25025	2009	0.09		93.00		9.30	
25027	2009	0.09		91.00		9.10	
26001	2009	0.17		167.00		16.70	
26003	2009	0.14		140.00		14.00	
26005	2009	0.13		132.00		13.20	
26007	2009	0.14		139.00		13.90	
26009	2009	0.15		147.00		14.70	
26011	2009	0.16		158.00		15.80	
26013	2009	0.24		243.00		24.30	
26015	2009	0.10		95.00		9.50	
26017	2009	0.14		143.00		14.30	
26019	2009	0.14		140.00		14.00	
26021	2009	0.14		135.00		13.50	
26023	2009	0.14		140.00		14.00	
26025	2009	0.14		144.00		14.40	
26027	2009	0.11		114.00		11.40	
26029	2009	0.14		139.00		13.90	
26031	2009	0.12		116.00		11.60	
26033	2009	0.12		116.00		11.60	
26035	2009	0.17		168.00		16.80	
26037	2009	0.09		94.00		9.40	
26039	2009	0.14		137.00		13.70	
26041	2009	0.12		115.00		11.50	
26043	2009	0.14		140.00		14.00	
26045	2009	0.09		93.00		9.30	
26047	2009	0.14		142.00		14.20	
26049	2009	0.16		158.00		15.80	
26051	2009	0.17		165.00		16.50	
26053	2009	0.13		133.00		13.30	
26055	2009	0.14		140.00		14.00	
26057	2009	0.14		137.00		13.70	
26059	2009	0.17		172.00		17.20	
26061	2009	0.09		92.00		9.20	
26063	2009	0.15		148.00		14.80	
26065	2009	0.12		116.00		11.60	
26067	2009	0.13		134.00		13.40	
26069	2009	0.16		164.00		16.40	
26071	2009	0.12		117.00		11.70	
26073	2009	0.12		115.00		11.50	
26075	2009	0.15		149.00		14.90	
26077	2009	0.11		112.00		11.20	
26079	2009	0.14		143.00		14.30	
26081	2009	0.12		117.00		11.70	
26083	2009	0.12		119.00		11.90	
26085	2009	0.18		175.00		17.50	
26087	2009	0.18		181.00		18.10	
26089	2009	0.09		90.00		9.00	
26091	2009	0.16		161.00		16.10	
26093	2009	0.14		136.00		13.60	
26095	2009	0.13		132.00		13.20	
26097	2009	0.06		61.00		6.10	
26099	2009	0.18		181.00		18.10	
26101	2009	0.15		146.00		14.60	
26103	2009	0.09		91.00		9.10	
26105	2009	0.15		149.00		14.90	
26107	2009	0.13		130.00		13.00	
26109	2009	0.15		145.00		14.50	
26111	2009	0.09		92.00		9.20	
26113	2009	0.15		150.00		15.00	
26115	2009	0.14		142.00		14.20	
26117	2009	0.18		176.00		17.60	
26119	2009	0.19		189.00		18.90	
26121	2009	0.16		160.00		16.00	
26123	2009	0.14		138.00		13.80	
26125	2009	0.16		156.00		15.60	
26127	2009	0.15		152.00		15.20	
26129	2009	0.15		147.00		14.70	
26131	2009	0.14		138.00		13.80	
26133	2009	0.15		153.00		15.30	
26135	2009	0.19		191.00		19.10	
26137	2009	0.15		147.00		14.70	
26139	2009	0.15		148.00		14.80	
26141	2009	0.16		160.00		16.00	
26143	2009	0.15		146.00		14.60	
26145	2009	0.15		149.00		14.90	
26147	2009	0.19		190.00		19.00	
26149	2009	0.14		139.00		13.90	
26151	2009	0.18		178.00		17.80	
26153	2009	0.15		147.00		14.70	
26155	2009	0.15		152.00		15.20	
26157	2009	0.16		163.00		16.30	
26159	2009	0.13		132.00		13.20	
26161	2009	0.09		93.00		9.30	
26163	2009	0.18		183.00		18.30	
26165	2009	0.18		183.00		18.30	
27001	2009	0.11		111.00		11.10	
27003	2009	0.08		79.00		7.90	
27005	2009	0.06		64.00		6.40	
27007	2009	0.07		72.00		7.20	
27009	2009	0.07		70.00		7.00	
27011	2009	0.05		45.00		4.50	
27013	2009	0.06		63.00		6.30	
27015	2009	0.15		145.00		14.50	
27017	2009	0.07		73.00		7.30	
27019	2009	0.07		70.00		7.00	
27021	2009	0.08		79.00		7.90	
27023	2009	0.06		61.00		6.10	
27025	2009	0.11		114.00		11.40	
27027	2009	0.10		96.00		9.60	
27029	2009	0.09		91.00		9.10	
27031	2009	0.05		47.00		4.70	
27033	2009	0.14		142.00		14.20	
27035	2009	0.07		74.00		7.40	
27037	2009	0.07		69.00		6.90	
27039	2009	0.06		61.00		6.10	
27041	2009	0.15		146.00		14.60	
27043	2009	0.08		76.00		7.60	
27045	2009	0.07		70.00		7.00	
27047	2009	0.08		76.00		7.60	
27049	2009	0.07		67.00		6.70	
27051	2009	0.07		68.00		6.80	
27053	2009	0.07		73.00		7.30	
27055	2009	0.07		71.00		7.10	
27057	2009	0.07		73.00		7.30	
27059	2009	0.11		113.00		11.30	
27061	2009	0.09		92.00		9.20	
27063	2009	0.05		47.00		4.70	
27065	2009	0.09		93.00		9.30	
27067	2009	0.15		145.00		14.50	
27069	2009	0.14		142.00		14.20	
27071	2009	0.07		73.00		7.30	
27073	2009	0.14		144.00		14.40	
27075	2009	0.08		75.00		7.50	
27077	2009	0.07		69.00		6.90	
27079	2009	0.12		116.00		11.60	
27081	2009	0.05		45.00		4.50	
27083	2009	0.05		49.00		4.90	
27085	2009	0.11		110.00		11.00	
27087	2009	0.06		60.00		6.00	
27089	2009	0.06		62.00		6.20	
27091	2009	0.07		69.00		6.90	
27093	2009	0.08		78.00		7.80	
27095	2009	0.10		95.00		9.50	
27097	2009	0.09		90.00		9.00	
27099	2009	0.15		145.00		14.50	
27101	2009	0.10		99.00		9.90	
27103	2009	0.06		61.00		6.10	
27105	2009	0.05		45.00		4.50	
27107	2009	0.14		141.00		14.10	
27109	2009	0.15		145.00		14.50	
27111	2009	0.06		63.00		6.30	
27113	2009	0.15		146.00		14.60	
27115	2009	0.09		91.00		9.10	
27117	2009	0.14		143.00		14.30	
27119	2009	0.04		44.00		4.40	
27121	2009	0.06		64.00		6.40	
27123	2009	0.07		74.00		7.40	
27125	2009	0.07		67.00		6.70	
27127	2009	0.06		61.00		6.10	
27129	2009	0.06		64.00		6.40	
27131	2009	0.08		75.00		7.50	
27133	2009	0.14		141.00		14.10	
27135	2009	0.14		140.00		14.00	
27137	2009	0.11		112.00		11.20	
27139	2009	0.07		68.00		6.80	
27141	2009	0.11		111.00		11.10	
27143	2009	0.07		65.00		6.50	
27145	2009	0.07		68.00		6.80	
27147	2009	0.08		77.00		7.70	
27149	2009	0.04		43.00		4.30	
27151	2009	0.07		66.00		6.60	
27153	2009	0.08		75.00		7.50	
27155	2009	0.06		62.00		6.20	
27157	2009	0.07		71.00		7.10	
27159	2009	0.12		118.00		11.80	
27161	2009	0.07		70.00		7.00	
27163	2009	0.07		68.00		6.80	
27165	2009	0.08		75.00		7.50	
27167	2009	0.05		47.00		4.70	
27169	2009	0.07		70.00		7.00	
27171	2009	0.11		112.00		11.20	
27173	2009	0.14		141.00		14.10	
28001	2009	0.11		110.00		11.00	
28003	2009	0.11		113.00		11.30	
28005	2009	0.12		116.00		11.60	
28007	2009	0.12		118.00		11.80	
28009	2009	0.15		146.00		14.60	
28011	2009	0.09		90.00		9.00	
28013	2009	0.10		97.00		9.70	
28015	2009	0.10		98.00		9.80	
28017	2009	0.13		132.00		13.20	
28019	2009	0.11		113.00		11.30	
28021	2009	0.15		150.00		15.00	
28023	2009	0.10		100.00		10.00	
28025	2009	0.18		178.00		17.80	
28027	2009	0.11		111.00		11.10	
28029	2009	0.10		99.00		9.90	
28031	2009	0.08		77.00		7.70	
28033	2009	0.07		72.00		7.20	
28035	2009	0.08		77.00		7.70	
28037	2009	0.09		90.00		9.00	
28039	2009	0.10		100.00		10.00	
28041	2009	0.10		99.00		9.90	
28043	2009	0.11		110.00		11.00	
28045	2009	0.08		75.00		7.50	
28047	2009	0.07		72.00		7.20	
28049	2009	0.08		79.00		7.90	
28051	2009	0.17		166.00		16.60	
28053	2009	0.09		92.00		9.20	
